3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05 3.992913116235285997e-05
3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05
3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05
3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05 3.992913480033166707e-05
3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05
3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05 3.992915662820450962e-05
3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05 3.992914207628928125e-05
3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05 3.992920028395019472e-05
3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05 3.992916026618331671e-05
3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05 3.992912752437405288e-05
