2.190960949519649148e-04 2.198917354689911008e-04 2.196286659454926848e-04 2.190051745856180787e-04 2.201153984060510993e-04 2.192511019529774785e-04 2.189799706684425473e-04 2.205026685260236263e-04 2.174111577915027738e-04 2.184529730584472418e-04 2.185340708820149302e-04 2.180387818953022361e-04 2.183442411478608847e-04 2.195462147938087583e-04 2.199008449679240584e-04 2.191042440244928002e-04 2.201760071329772472e-04 2.209330850746482611e-04 2.200493618147447705e-04 2.184907643822953105e-04
2.190486266044899821e-04 2.198440633947029710e-04 2.195810666307806969e-04 2.189577207900583744e-04 2.200676826760172844e-04 2.192035899497568607e-04 2.189325168728828430e-04 2.204548363806679845e-04 2.173641114495694637e-04 2.184056938858702779e-04 2.184867480536922812e-04 2.179915900342166424e-04 2.182969765271991491e-04 2.194986445829272270e-04 2.198532019974663854e-04 2.190567902289330959e-04 2.201282768510282040e-04 2.208851656178012490e-04 2.200016606366261840e-04 2.184434561058878899e-04
2.190928789786994457e-04 2.198885049438104033e-04 2.196254208683967590e-04 2.190019586123526096e-04 2.201121678808704019e-04 2.192478568758815527e-04 2.189767546951770782e-04 2.204994234489277005e-04 2.174079563701525331e-04 2.184497716370970011e-04 2.185308403568342328e-04 2.180355804739519954e-04 2.183410251745954156e-04 2.195429842686280608e-04 2.198976144427433610e-04 2.191010280512273312e-04 2.201727620558813214e-04 2.209298399975523353e-04 2.200461312895640731e-04 2.184875484090298414e-04
2.193218970205634832e-04 2.201184834120795131e-04 2.198550355387851596e-04 2.192307874793186784e-04 2.203423646278679371e-04 2.194770495407283306e-04 2.192057290812954307e-04 2.207301731687039137e-04 2.176349516957998276e-04 2.186780475312843919e-04 2.187592035625129938e-04 2.182632888434454799e-04 2.185690827900543809e-04 2.197725116275250912e-04 2.201276365667581558e-04 2.193300169892609119e-04 2.204030170105397701e-04 2.211612154496833682e-04 2.202762552769854665e-04 2.187157806474715471e-04
2.191075618611648679e-04 2.199032460339367390e-04 2.196401619585230947e-04 2.190166123909875751e-04 2.201269235229119658e-04 2.192625543102622032e-04 2.189914084738120437e-04 2.205142081947997212e-04 2.174225082853808999e-04 2.184644108638167381e-04 2.185454795835539699e-04 2.180501760449260473e-04 2.183556498493999243e-04 2.195577108068391681e-04 2.199123555328696966e-04 2.191157109336927533e-04 2.201875176979228854e-04 2.209446683991700411e-04 2.200608869316056371e-04 2.185021876357495785e-04
2.191239473177120090e-04 2.199197042500600219e-04 2.196565910708159208e-04 2.190330123994499445e-04 2.201434108428657055e-04 2.192789688706398010e-04 2.190078084822744131e-04 2.205307391704991460e-04 2.174387627746909857e-04 2.184807526646181941e-04 2.185618213843554258e-04 2.180664741899818182e-04 2.183719625463709235e-04 2.195741399191319942e-04 2.199288137489929795e-04 2.191320963902398944e-04 2.202040050178766251e-04 2.209612139267846942e-04 2.200773596996441483e-04 2.185185294365510345e-04
2.191701642004773021e-04 2.199661103077232838e-04 2.197029389208182693e-04 2.190791856264695525e-04 2.201898605562746525e-04 2.193252148572355509e-04 2.190539671573787928e-04 2.205772907473146915e-04 2.174845576519146562e-04 2.185267949244007468e-04 2.186078927479684353e-04 2.181124291382730007e-04 2.184180048061534762e-04 2.196204586653038859e-04 2.199752198066562414e-04 2.191782987210899591e-04 2.202504983870312572e-04 2.210078819189220667e-04 2.201237948611378670e-04 2.185646008001640439e-04
2.190230152336880565e-04 2.198183647124096751e-04 2.195553679484874010e-04 2.189321239711716771e-04 2.200419403379783034e-04 2.191779494751244783e-04 2.189069200539961457e-04 2.204290503868833184e-04 2.173387474613264203e-04 2.183801552746444941e-04 2.184611948905512691e-04 2.179661241825670004e-04 2.182714524678885937e-04 2.194729604525491595e-04 2.198274742113426328e-04 2.190311643062159419e-04 2.201025199610739946e-04 2.208593068644404411e-04 2.199759182985872030e-04 2.184179174946621060e-04
2.195379202021285892e-04 2.203350886702537537e-04 2.200715243816375732e-04 2.194461703766137362e-04 2.205593918915838003e-04 2.196928835473954678e-04 2.194212720496580005e-04 2.209470694651827216e-04 2.178484719479456544e-04 2.188931539421901107e-04 2.189741207985207438e-04 2.184777113143354654e-04 2.187837526435032487e-04 2.199887530878186226e-04 2.203440380981191993e-04 2.195455308537930250e-04 2.206200006185099483e-04 2.213787374785169959e-04 2.204929478466510773e-04 2.189310762332752347e-04
2.190894156228750944e-04 2.198850270360708237e-04 2.196219575125724077e-04 2.189984952565282583e-04 2.201086899731308222e-04 2.192443935200572014e-04 2.189732913393527269e-04 2.204959164373576641e-04 2.174045221181586385e-04 2.184463228331878781e-04 2.185273915529251099e-04 2.180321462219581008e-04 2.183375763706862926e-04 2.195395209128037095e-04 2.198941365350037813e-04 2.190975646954029799e-04 2.201692841481417418e-04 2.209263475378975272e-04 2.200426388299092650e-04 2.184840996051207185e-04
2.191517705796286464e-04 2.199476439272984862e-04 2.196844870923087001e-04 2.190608065575361252e-04 2.201713796239346266e-04 2.193068212363868952e-04 2.190355880884453654e-04 2.205587370553985238e-04 2.174663095502182841e-04 2.185084740631282330e-04 2.185895573347806931e-04 2.180941519327461720e-04 2.183996839448809624e-04 2.196020359406247735e-04 2.199567679781466722e-04 2.191599196521565318e-04 2.202319883508607745e-04 2.209892991231754422e-04 2.201052993768826127e-04 2.185462653869763017e-04
2.193492400692775846e-04 2.201460156356915832e-04 2.198826259700581431e-04 2.192582032876089215e-04 2.203698968514800072e-04 2.195045090047642589e-04 2.192330575780943036e-04 2.207576471846550703e-04 2.176620473619550467e-04 2.187053760280832648e-04 2.187864738516509533e-04 2.182905154768377542e-04 2.185963821830227971e-04 2.198000147473067045e-04 2.201551396865397692e-04 2.193573891418054700e-04 2.204307238571345806e-04 2.211887185694649816e-04 2.203038893640041351e-04 2.187432255595922470e-04
2.190533850807696581e-04 2.198488509748131037e-04 2.195858396589756012e-04 2.189624792663380504e-04 2.200724702561274171e-04 2.192083484260365367e-04 2.189372753491625190e-04 2.204596385126933455e-04 2.173688408220186830e-04 2.184104232583194971e-04 2.184914774261415005e-04 2.179963339585810900e-04 2.183016913477331400e-04 2.195034176111221313e-04 2.198579604737460613e-04 2.190615341532975435e-04 2.201330644311383367e-04 2.208899823017418385e-04 2.200064336648210883e-04 2.184481854783371091e-04
2.190692030126228929e-04 2.198647416662424803e-04 2.196016866946592927e-04 2.189782971981912851e-04 2.200883609475567937e-04 2.192241663578897715e-04 2.189530932810157537e-04 2.204755728598684072e-04 2.173845132347196341e-04 2.184261829825118184e-04 2.185072517022490501e-04 2.180120500270277262e-04 2.183174656238406897e-04 2.195192646468058228e-04 2.198738511651754379e-04 2.190773520851507783e-04 2.201489551225677133e-04 2.209059457527473569e-04 2.200223389081656933e-04 2.184639597544446588e-04
2.190527884522452950e-04 2.198482397943735123e-04 2.195852284785360098e-04 2.189618680858984590e-04 2.200718445237725973e-04 2.192077372455969453e-04 2.189366787206381559e-04 2.204590273322537541e-04 2.173682296415790915e-04 2.184098120778799057e-04 2.184908662457019091e-04 2.179957227781414986e-04 2.183010947192087770e-04 2.195028064306825399e-04 2.198573492933064699e-04 2.190609229728579521e-04 2.201324532506987453e-04 2.208893565693870187e-04 2.200058224843814969e-04 2.184475888498127460e-04
2.190979430451989174e-04 2.198936126660555601e-04 2.196305285906419158e-04 2.190070226788520813e-04 2.201172610512003303e-04 2.192529500462114811e-04 2.189818187616765499e-04 2.205045166192576289e-04 2.174129913328215480e-04 2.184548211516812444e-04 2.185358898714184761e-04 2.180406299885362387e-04 2.183460746891796589e-04 2.195480774389579892e-04 2.199027221649885178e-04 2.191060921177268028e-04 2.201778552262112498e-04 2.209349477197974920e-04 2.200512244598940015e-04 2.184925979236140847e-04
2.190166705986484885e-04 2.198119764216244221e-04 2.195489942096173763e-04 2.189257647842168808e-04 2.200355374952778220e-04 2.191715902881696820e-04 2.189005754189565778e-04 2.204226329922676086e-04 2.173324319301173091e-04 2.183738251915201545e-04 2.184548648074269295e-04 2.179597940994426608e-04 2.182651223847642541e-04 2.194666012655943632e-04 2.198210713686421514e-04 2.190248051192611456e-04 2.200961025664582849e-04 2.208528749179095030e-04 2.199695154558867216e-04 2.184115874115377665e-04
2.191022504121065140e-04 2.198979200329631567e-04 2.196348214056342840e-04 2.190113300457596779e-04 2.201215975219383836e-04 2.192572428612038493e-04 2.189860970247536898e-04 2.205088530899956822e-04 2.174172695958986878e-04 2.184591139666736126e-04 2.185401972383260727e-04 2.180449082516133785e-04 2.183503529522567987e-04 2.195523848058655858e-04 2.199070295318961143e-04 2.191103994846343994e-04 2.201821916969493032e-04 2.209392987424507737e-04 2.200555463787168264e-04 2.184969052905216813e-04
2.190526283811777830e-04 2.198480942752212286e-04 2.195850684074684978e-04 2.189617225667461753e-04 2.200716844527050853e-04 2.192075771745294333e-04 2.189365186495706439e-04 2.204588672611862421e-04 2.173680841224268079e-04 2.184096520068123937e-04 2.184907061746343970e-04 2.179955481551587582e-04 2.183009346481412649e-04 2.195026609115302563e-04 2.198571892222389579e-04 2.190607774537056684e-04 2.201322786277160048e-04 2.208891819464042783e-04 2.200056624133139849e-04 2.184474287787452340e-04
2.192141982959583402e-04 2.200103481300175190e-04 2.197470748797059059e-04 2.191232197219505906e-04 2.202341420343145728e-04 2.193692780565470457e-04 2.190980012528598309e-04 2.206216449849307537e-04 2.175281842937693000e-04 2.185707126045599580e-04 2.186517958762124181e-04 2.181562304031103849e-04 2.184618642786517739e-04 2.196645946241915226e-04 2.200194867327809334e-04 2.192223473684862256e-04 2.202947653131559491e-04 2.210523234680294991e-04 2.201680472353473306e-04 2.186085039284080267e-04
2.190883387811481953e-04 2.198839647462591529e-04 2.196208806708455086e-04 2.189974038628861308e-04 2.201075985794886947e-04 2.192433312302455306e-04 2.189721999457105994e-04 2.204948395956307650e-04 2.174034743802621961e-04 2.184452605433762074e-04 2.185263292631134391e-04 2.180310548283159733e-04 2.183364995289593935e-04 2.195384586229920387e-04 2.198930451413616538e-04 2.190964733017608523e-04 2.201681927544996142e-04 2.209252561442553997e-04 2.200415619881823659e-04 2.184830373153090477e-04
2.191263483837246895e-04 2.199221053160727024e-04 2.196589921368286014e-04 2.190353989135473967e-04 2.201458119088783860e-04 2.192813699366524816e-04 2.190101949963718653e-04 2.205331402365118265e-04 2.174411201849579811e-04 2.184831391787156463e-04 2.185642078984528780e-04 2.180688607040792704e-04 2.183743490604683757e-04 2.195765409851446748e-04 2.199312148150056601e-04 2.191344829043373466e-04 2.202064206358045340e-04 2.209636295447126031e-04 2.200797607656568289e-04 2.185209159506484866e-04
2.190185768995434046e-04 2.198138972744345665e-04 2.195509150624275208e-04 2.189276856370270252e-04 2.200374583480879664e-04 2.191735111409798265e-04 2.189024962717667222e-04 2.204245538450777531e-04 2.173343382310122252e-04 2.183757314924150705e-04 2.184567711083218455e-04 2.179617004003375769e-04 2.182670286856591702e-04 2.194685221184045076e-04 2.198229922214522958e-04 2.190267259720712900e-04 2.200980379711836576e-04 2.208548103226348758e-04 2.199714508606120944e-04 2.184134937124326825e-04
2.190167288063094020e-04 2.198120346292853355e-04 2.195490669691935182e-04 2.189258375437930226e-04 2.200356248067691922e-04 2.191716630477458239e-04 2.189006481785327196e-04 2.204227203037589788e-04 2.173325046896934509e-04 2.183738833991810679e-04 2.184549230150878429e-04 2.179598668590188026e-04 2.182651805924251676e-04 2.194666594732552767e-04 2.198211441282182932e-04 2.190248633269220591e-04 2.200962044298648834e-04 2.208529622294008732e-04 2.199696027673780918e-04 2.184116601711139083e-04
2.190290833823382854e-04 2.198244328610599041e-04 2.195614506490528584e-04 2.189381921198219061e-04 2.200480230385437608e-04 2.191840176237747073e-04 2.189129736507311463e-04 2.204351330874487758e-04 2.173447428504005075e-04 2.183861943194642663e-04 2.184672339353710413e-04 2.179721486754715443e-04 2.182774769607931376e-04 2.194790431531146169e-04 2.198335423599928617e-04 2.190372324548661709e-04 2.201085881097242236e-04 2.208654332207515836e-04 2.199820009991526604e-04 2.184239565394818783e-04
2.192602987634018064e-04 2.200565941166132689e-04 2.197933354182168841e-04 2.191693638451397419e-04 2.202804753324016929e-04 2.194154658354818821e-04 2.191440580645576119e-04 2.206680219387635589e-04 2.175738773075863719e-04 2.186166384490206838e-04 2.186977653764188290e-04 2.182020252803340554e-04 2.185077610192820430e-04 2.197107969550415874e-04 2.200656890636309981e-04 2.192684478359296918e-04 2.203411131631582975e-04 2.210988168371841311e-04 2.202143950853496790e-04 2.186544152209535241e-04
