3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05 3.640968498075380921e-05
3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05 3.641120565589517355e-05
3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05 3.641114017227664590e-05
3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05 3.640972863649949431e-05
3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05 3.641113653429783881e-05
3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05 3.640969225671142340e-05
3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05 3.641128569142892957e-05
3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05 3.641078728833235800e-05
3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05 3.641073999460786581e-05
3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05 3.641035073087550700e-05
