8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01
8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917688131332397461e-01 8.917688131332397461e-01 8.917688131332397461e-01 8.917688131332397461e-01 8.917688131332397461e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917691707611083984e-01 8.917691707611083984e-01 8.917691707611083984e-01 8.917691707611083984e-01 8.917691707611083984e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01 8.917697072029113770e-01
8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01 8.917698860168457031e-01
8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01
8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01
8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01 8.917707204818725586e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01
8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01 8.917684555053710938e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01
8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01 8.917675614356994629e-01
8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01 8.917693495750427246e-01
8.917704224586486816e-01 8.917704224586486816e-01 8.917704224586486816e-01 8.917704224586486816e-01 8.917704224586486816e-01
8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01
8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01 8.917686343193054199e-01
8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01
8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01 8.917679190635681152e-01
8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01 8.917682766914367676e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01 8.917677402496337891e-01
8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01 8.917689919471740723e-01
8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01 8.917680978775024414e-01
