1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04
1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04
1.158918239525519311e-04 1.158918239525519311e-04 1.158918239525519311e-04 1.158918239525519311e-04 1.158918239525519311e-04
1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04
1.158917875727638602e-04 1.158917875727638602e-04 1.158917875727638602e-04 1.158917875727638602e-04 1.158917875727638602e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158939849119633436e-04 1.158939849119633436e-04 1.158939849119633436e-04 1.158939849119633436e-04 1.158939849119633436e-04
1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04
1.158910527010448277e-04 1.158910527010448277e-04 1.158910527010448277e-04 1.158910527010448277e-04 1.158910527010448277e-04
1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04
1.158945960924029350e-04 1.158945960924029350e-04 1.158945960924029350e-04 1.158945960924029350e-04 1.158945960924029350e-04
1.158914892585016787e-04 1.158914892585016787e-04 1.158914892585016787e-04 1.158914892585016787e-04 1.158914892585016787e-04
1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04
1.158915620180778205e-04 1.158915620180778205e-04 1.158915620180778205e-04 1.158915620180778205e-04 1.158915620180778205e-04
1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04
1.158908416982740164e-04 1.158908416982740164e-04 1.158908416982740164e-04 1.158908416982740164e-04 1.158908416982740164e-04
1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04
1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04
1.158907398348674178e-04 1.158907398348674178e-04 1.158907398348674178e-04 1.158907398348674178e-04 1.158907398348674178e-04
1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04 1.158918603323400021e-04
1.158932136604562402e-04 1.158932136604562402e-04 1.158932136604562402e-04 1.158932136604562402e-04 1.158932136604562402e-04
1.158915256382897496e-04 1.158915256382897496e-04 1.158915256382897496e-04 1.158915256382897496e-04 1.158915256382897496e-04
1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04
1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04
1.158917875727638602e-04 1.158917875727638602e-04 1.158917875727638602e-04 1.158917875727638602e-04 1.158917875727638602e-04
1.158915620180778205e-04 1.158915620180778205e-04 1.158915620180778205e-04 1.158915620180778205e-04 1.158915620180778205e-04
1.158915256382897496e-04 1.158915256382897496e-04 1.158915256382897496e-04 1.158915256382897496e-04 1.158915256382897496e-04
1.158940212917514145e-04 1.158940212917514145e-04 1.158940212917514145e-04 1.158940212917514145e-04 1.158940212917514145e-04
1.158915911219082773e-04 1.158915911219082773e-04 1.158915911219082773e-04 1.158915911219082773e-04 1.158915911219082773e-04
1.158909799414686859e-04 1.158909799414686859e-04 1.158909799414686859e-04 1.158909799414686859e-04 1.158909799414686859e-04
1.158908416982740164e-04 1.158908416982740164e-04 1.158908416982740164e-04 1.158908416982740164e-04 1.158908416982740164e-04
1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04
1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04
1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04
1.158920640591531992e-04 1.158920640591531992e-04 1.158920640591531992e-04 1.158920640591531992e-04 1.158920640591531992e-04
1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04 1.158906161435879767e-04
1.158911545644514263e-04 1.158911545644514263e-04 1.158911545644514263e-04 1.158911545644514263e-04 1.158911545644514263e-04
1.158908780780620873e-04 1.158908780780620873e-04 1.158908780780620873e-04 1.158908780780620873e-04 1.158908780780620873e-04
1.158927116193808615e-04 1.158927116193808615e-04 1.158927116193808615e-04 1.158927116193808615e-04 1.158927116193808615e-04
1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04 1.158905797637999058e-04
1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04
1.158922968897968531e-04 1.158922968897968531e-04 1.158922968897968531e-04 1.158922968897968531e-04 1.158922968897968531e-04
1.158908125944435596e-04 1.158908125944435596e-04 1.158908125944435596e-04 1.158908125944435596e-04 1.158908125944435596e-04
1.158913873950950801e-04 1.158913873950950801e-04 1.158913873950950801e-04 1.158913873950950801e-04 1.158913873950950801e-04
1.158907398348674178e-04 1.158907398348674178e-04 1.158907398348674178e-04 1.158907398348674178e-04 1.158907398348674178e-04
1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04 1.158910890808328986e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04
1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04
1.158905433840118349e-04 1.158905433840118349e-04 1.158905433840118349e-04 1.158905433840118349e-04 1.158905433840118349e-04
1.158907762146554887e-04 1.158907762146554887e-04 1.158907762146554887e-04 1.158907762146554887e-04 1.158907762146554887e-04
1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04 1.158905142801813781e-04
1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04 1.158907180069945753e-04
1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04
1.158944287453778088e-04 1.158944287453778088e-04 1.158944287453778088e-04 1.158944287453778088e-04 1.158944287453778088e-04
1.158913146355189383e-04 1.158913146355189383e-04 1.158913146355189383e-04 1.158913146355189383e-04 1.158913146355189383e-04
1.158917002612724900e-04 1.158917002612724900e-04 1.158917002612724900e-04 1.158917002612724900e-04 1.158917002612724900e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04 1.158906525233760476e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158907762146554887e-04 1.158907762146554887e-04 1.158907762146554887e-04 1.158907762146554887e-04 1.158907762146554887e-04
1.158919258159585297e-04 1.158919258159585297e-04 1.158919258159585297e-04 1.158919258159585297e-04 1.158919258159585297e-04
1.158930463134311140e-04 1.158930463134311140e-04 1.158930463134311140e-04 1.158930463134311140e-04 1.158930463134311140e-04
1.158925369963981211e-04 1.158925369963981211e-04 1.158925369963981211e-04 1.158925369963981211e-04 1.158925369963981211e-04
1.158911545644514263e-04 1.158911545644514263e-04 1.158911545644514263e-04 1.158911545644514263e-04 1.158911545644514263e-04
1.158908125944435596e-04 1.158908125944435596e-04 1.158908125944435596e-04 1.158908125944435596e-04 1.158908125944435596e-04
1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04 1.158909144578501582e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158922968897968531e-04 1.158922968897968531e-04 1.158922968897968531e-04 1.158922968897968531e-04 1.158922968897968531e-04
1.158913510153070092e-04 1.158913510153070092e-04 1.158913510153070092e-04 1.158913510153070092e-04 1.158913510153070092e-04
1.158948653028346598e-04 1.158948653028346598e-04 1.158948653028346598e-04 1.158948653028346598e-04 1.158948653028346598e-04
1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04 1.158904779003933072e-04
1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04 1.158911181846633554e-04
1.158921368187293410e-04 1.158921368187293410e-04 1.158921368187293410e-04 1.158921368187293410e-04 1.158921368187293410e-04
