3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01 3.890479207038879395e-01
3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01 3.890480399131774902e-01
3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01 3.890711069107055664e-01
3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01 3.890576660633087158e-01
3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01 3.890481591224670410e-01
3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01 3.890578448772430420e-01
3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01 3.890633285045623779e-01
3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01 3.890492320060729980e-01
3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01 3.890518844127655029e-01
3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01 3.890588581562042236e-01
3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01 3.890888094902038574e-01
3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01 3.891350626945495605e-01
3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01 3.890478312969207764e-01
3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01 3.890779912471771240e-01
3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01 3.890574276447296143e-01
3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01 3.890503942966461182e-01
3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01 3.890827894210815430e-01
3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01 3.890707194805145264e-01
